id_comanda,data_ora,nume_restaurant,tip_comanda,metoda_plata,numar_masa,id_ospatar,nume_produs,categorie_standard,cantitate,pret_unitar_ron,total_linie_ron
ORD-202608-01525,2026-08-03 12:14:10,Restaurantul Nostru,La Masa,Card,Masa 21,OSP-05,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,2,32.0,64.0
ORD-202608-01526,2026-08-08 21:07:16,Restaurantul Nostru,La Masa,Numerar,Masa 6,OSP-02,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01526,2026-08-08 21:07:16,Restaurantul Nostru,La Masa,Numerar,Masa 6,OSP-02,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-01526,2026-08-08 21:07:16,Restaurantul Nostru,La Masa,Numerar,Masa 6,OSP-02,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01526,2026-08-08 21:07:16,Restaurantul Nostru,La Masa,Numerar,Masa 6,OSP-02,Salată de Ardei Copți,Salate,2,16.0,32.0
ORD-202608-01527,2026-08-16 19:19:11,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-10,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-01527,2026-08-16 19:19:11,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-10,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,2,14.0,28.0
ORD-202608-01527,2026-08-16 19:19:11,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-10,Frigărui de Berbecuț,Preparate la Grătar & Mici,2,58.0,116.0
ORD-202608-01527,2026-08-16 19:19:11,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-10,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01528,2026-08-06 20:37:18,Restaurantul Nostru,La Masa,Card,Masa 8,OSP-10,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-01528,2026-08-06 20:37:18,Restaurantul Nostru,La Masa,Card,Masa 8,OSP-10,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01528,2026-08-06 20:37:18,Restaurantul Nostru,La Masa,Card,Masa 8,OSP-10,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,2,55.0,110.0
ORD-202608-01529,2026-08-21 14:55:49,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 35,OSP-12,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-01529,2026-08-21 14:55:49,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 35,OSP-12,Salată de Ardei Copți,Salate,2,16.0,32.0
ORD-202608-01529,2026-08-21 14:55:49,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 35,OSP-12,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01529,2026-08-21 14:55:49,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 35,OSP-12,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,1,95.0,95.0
ORD-202608-01530,2026-08-07 13:19:37,Restaurantul Nostru,La Masa,Card,Masa 5,OSP-02,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01530,2026-08-07 13:19:37,Restaurantul Nostru,La Masa,Card,Masa 5,OSP-02,Muștar Clasic,Sosuri & Extra,3,4.0,12.0
ORD-202608-01531,2026-08-12 10:51:28,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-07,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-01531,2026-08-12 10:51:28,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-07,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,2,20.0,40.0
ORD-202608-01531,2026-08-12 10:51:28,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-07,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-01531,2026-08-12 10:51:28,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-07,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01531,2026-08-12 10:51:28,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-07,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-01532,2026-08-26 18:17:01,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-06,Bere Heineken 0.33L,Băuturi Alcoolice & Bere,1,16.0,16.0
ORD-202608-01532,2026-08-26 18:17:01,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-06,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01532,2026-08-26 18:17:01,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-06,Salată Grecească,Salate,1,34.0,34.0
ORD-202608-01533,2026-08-24 19:57:44,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 22,OSP-05,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-01533,2026-08-24 19:57:44,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 22,OSP-05,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-01534,2026-08-20 12:59:59,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-01534,2026-08-20 12:59:59,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01534,2026-08-20 12:59:59,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Mămăliguță Caldă,Garnituri,1,8.0,8.0
ORD-202608-01535,2026-08-31 22:54:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Muștar Clasic,Sosuri & Extra,1,4.0,4.0
ORD-202608-01535,2026-08-31 22:54:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Salată Grecească,Salate,1,34.0,34.0
ORD-202608-01535,2026-08-31 22:54:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-01536,2026-08-18 13:34:32,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 26,OSP-03,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01536,2026-08-18 13:34:32,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 26,OSP-03,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-01536,2026-08-18 13:34:32,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 26,OSP-03,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01536,2026-08-18 13:34:32,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 26,OSP-03,Platou Gustări Rece Tradiționale,Cârnați & Platouri,2,85.0,170.0
ORD-202608-01536,2026-08-18 13:34:32,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 26,OSP-03,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01537,2026-08-22 19:37:51,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-03,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01537,2026-08-22 19:37:51,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-03,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01537,2026-08-22 19:37:51,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-03,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-01537,2026-08-22 19:37:51,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-03,Ciorbă de Perișoare,Ciorbe & Supe,1,24.0,24.0
ORD-202608-01537,2026-08-22 19:37:51,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-03,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-01538,2026-08-27 15:39:58,Restaurantul Nostru,La Masa,Card,Masa 21,OSP-10,Piure de Cartofi cu Unt,Garnituri,3,16.0,48.0
ORD-202608-01538,2026-08-27 15:39:58,Restaurantul Nostru,La Masa,Card,Masa 21,OSP-10,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-01538,2026-08-27 15:39:58,Restaurantul Nostru,La Masa,Card,Masa 21,OSP-10,Mici Românești de Vită-Porc (1 buc),Preparate la Grătar & Mici,1,7.5,7.5
ORD-202608-01538,2026-08-27 15:39:58,Restaurantul Nostru,La Masa,Card,Masa 21,OSP-10,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01538,2026-08-27 15:39:58,Restaurantul Nostru,La Masa,Card,Masa 21,OSP-10,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01539,2026-08-23 13:13:53,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-04,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-01539,2026-08-23 13:13:53,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-04,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01539,2026-08-23 13:13:53,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-04,Mujdei de Usturoi Tradițional,Sosuri & Extra,2,5.0,10.0
ORD-202608-01539,2026-08-23 13:13:53,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-04,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-01539,2026-08-23 13:13:53,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-04,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,2,10.0,20.0
ORD-202608-01540,2026-08-15 23:45:09,Restaurantul Nostru,Pachet,Numerar,N/A,SYS-ONLINE,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-01540,2026-08-15 23:45:09,Restaurantul Nostru,Pachet,Numerar,N/A,SYS-ONLINE,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01541,2026-08-31 14:27:44,Restaurantul Nostru,La Masa,Card,Masa 26,OSP-05,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01541,2026-08-31 14:27:44,Restaurantul Nostru,La Masa,Card,Masa 26,OSP-05,Muștar Clasic,Sosuri & Extra,1,4.0,4.0
ORD-202608-01541,2026-08-31 14:27:44,Restaurantul Nostru,La Masa,Card,Masa 26,OSP-05,Frigărui de Berbecuț,Preparate la Grătar & Mici,2,58.0,116.0
ORD-202608-01541,2026-08-31 14:27:44,Restaurantul Nostru,La Masa,Card,Masa 26,OSP-05,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-01541,2026-08-31 14:27:44,Restaurantul Nostru,La Masa,Card,Masa 26,OSP-05,Iahnie de Fasole cu Bacon,Garnituri,1,16.0,16.0
ORD-202608-01542,2026-08-24 14:52:44,Restaurantul Nostru,La Masa,Numerar,Masa 20,OSP-08,Varză Călită în Vin cu Chimen,Garnituri,2,15.0,30.0
ORD-202608-01542,2026-08-24 14:52:44,Restaurantul Nostru,La Masa,Numerar,Masa 20,OSP-08,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-01542,2026-08-24 14:52:44,Restaurantul Nostru,La Masa,Numerar,Masa 20,OSP-08,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01542,2026-08-24 14:52:44,Restaurantul Nostru,La Masa,Numerar,Masa 20,OSP-08,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01543,2026-08-12 14:20:28,Restaurantul Nostru,La Masa,Card,Masa 3,OSP-03,Clătite cu Finetti și Banane (2 buc),Desert,3,22.0,66.0
ORD-202608-01543,2026-08-12 14:20:28,Restaurantul Nostru,La Masa,Card,Masa 3,OSP-03,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-01544,2026-08-06 13:01:32,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Sos Barbeque,Sosuri & Extra,1,6.0,6.0
ORD-202608-01544,2026-08-06 13:01:32,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01544,2026-08-06 13:01:32,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-01545,2026-08-03 11:37:42,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-02,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-01545,2026-08-03 11:37:42,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-02,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01546,2026-08-01 11:07:33,Restaurantul Nostru,La Masa,Numerar,Masa 15,OSP-01,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01546,2026-08-01 11:07:33,Restaurantul Nostru,La Masa,Numerar,Masa 15,OSP-01,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01546,2026-08-01 11:07:33,Restaurantul Nostru,La Masa,Numerar,Masa 15,OSP-01,Cașcaval Pane Crocant,Aperitive & Gustări,1,28.0,28.0
ORD-202608-01546,2026-08-01 11:07:33,Restaurantul Nostru,La Masa,Numerar,Masa 15,OSP-01,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-01546,2026-08-01 11:07:33,Restaurantul Nostru,La Masa,Numerar,Masa 15,OSP-01,Sarmale Românești în Foi de Varză (4 buc),Mâncăruri Gătite & Specialități,2,44.0,88.0
ORD-202608-01547,2026-08-24 20:26:10,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 6,OSP-01,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,1,20.0,20.0
ORD-202608-01547,2026-08-24 20:26:10,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 6,OSP-01,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01547,2026-08-24 20:26:10,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 6,OSP-01,Frigărui de Berbecuț,Preparate la Grătar & Mici,2,58.0,116.0
ORD-202608-01548,2026-08-26 12:51:06,Restaurantul Nostru,La Masa,Numerar,Masa 5,OSP-05,Frigărui de Berbecuț,Preparate la Grătar & Mici,1,58.0,58.0
ORD-202608-01548,2026-08-26 12:51:06,Restaurantul Nostru,La Masa,Numerar,Masa 5,OSP-05,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01548,2026-08-26 12:51:06,Restaurantul Nostru,La Masa,Numerar,Masa 5,OSP-05,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01548,2026-08-26 12:51:06,Restaurantul Nostru,La Masa,Numerar,Masa 5,OSP-05,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-01549,2026-08-13 16:51:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01549,2026-08-13 16:51:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-01549,2026-08-13 16:51:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,1,38.0,38.0
ORD-202608-01549,2026-08-13 16:51:15,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01550,2026-08-31 13:45:35,Restaurantul Nostru,La Masa,Card,Masa 15,OSP-06,Cașcaval Pane Crocant,Aperitive & Gustări,1,28.0,28.0
ORD-202608-01550,2026-08-31 13:45:35,Restaurantul Nostru,La Masa,Card,Masa 15,OSP-06,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,2,15.0,30.0
ORD-202608-01550,2026-08-31 13:45:35,Restaurantul Nostru,La Masa,Card,Masa 15,OSP-06,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-01550,2026-08-31 13:45:35,Restaurantul Nostru,La Masa,Card,Masa 15,OSP-06,Bere Heineken 0.33L,Băuturi Alcoolice & Bere,2,16.0,32.0
ORD-202608-01551,2026-08-12 23:19:15,Restaurantul Nostru,La Masa,Card,Masa 30,OSP-11,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-01551,2026-08-12 23:19:15,Restaurantul Nostru,La Masa,Card,Masa 30,OSP-11,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01551,2026-08-12 23:19:15,Restaurantul Nostru,La Masa,Card,Masa 30,OSP-11,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-01551,2026-08-12 23:19:15,Restaurantul Nostru,La Masa,Card,Masa 30,OSP-11,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,3,10.0,30.0
ORD-202608-01551,2026-08-12 23:19:15,Restaurantul Nostru,La Masa,Card,Masa 30,OSP-11,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01552,2026-08-24 13:39:56,Restaurantul Nostru,La Masa,Card,Masa 17,OSP-03,Salată de Murături Asortate,Salate,1,14.0,14.0
ORD-202608-01552,2026-08-24 13:39:56,Restaurantul Nostru,La Masa,Card,Masa 17,OSP-03,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,1,18.0,18.0
ORD-202608-01552,2026-08-24 13:39:56,Restaurantul Nostru,La Masa,Card,Masa 17,OSP-03,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01552,2026-08-24 13:39:56,Restaurantul Nostru,La Masa,Card,Masa 17,OSP-03,Mămăliguță Caldă,Garnituri,3,8.0,24.0
ORD-202608-01552,2026-08-24 13:39:56,Restaurantul Nostru,La Masa,Card,Masa 17,OSP-03,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01553,2026-08-27 18:30:42,Restaurantul Nostru,Pachet,Numerar,N/A,SYS-ONLINE,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01553,2026-08-27 18:30:42,Restaurantul Nostru,Pachet,Numerar,N/A,SYS-ONLINE,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01553,2026-08-27 18:30:42,Restaurantul Nostru,Pachet,Numerar,N/A,SYS-ONLINE,Platou Cârnați Asortați,Cârnați & Platouri,2,95.0,190.0
ORD-202608-01553,2026-08-27 18:30:42,Restaurantul Nostru,Pachet,Numerar,N/A,SYS-ONLINE,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,2,28.0,56.0
ORD-202608-01554,2026-08-20 14:18:30,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-01554,2026-08-20 14:18:30,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Sarmale Românești în Foi de Varză (4 buc),Mâncăruri Gătite & Specialități,2,44.0,88.0
ORD-202608-01554,2026-08-20 14:18:30,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-01554,2026-08-20 14:18:30,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01555,2026-08-01 14:49:59,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 22,OSP-11,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,2,42.0,84.0
ORD-202608-01555,2026-08-01 14:49:59,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 22,OSP-11,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-01555,2026-08-01 14:49:59,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 22,OSP-11,Sos Barbeque,Sosuri & Extra,1,6.0,6.0
ORD-202608-01555,2026-08-01 14:49:59,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 22,OSP-11,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-01556,2026-08-29 19:57:08,Restaurantul Nostru,La Masa,Numerar,Masa 4,OSP-07,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01556,2026-08-29 19:57:08,Restaurantul Nostru,La Masa,Numerar,Masa 4,OSP-07,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,1,95.0,95.0
ORD-202608-01556,2026-08-29 19:57:08,Restaurantul Nostru,La Masa,Numerar,Masa 4,OSP-07,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01557,2026-08-29 20:13:32,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-02,Iahnie de Fasole cu Bacon,Garnituri,1,16.0,16.0
ORD-202608-01557,2026-08-29 20:13:32,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-02,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-01557,2026-08-29 20:13:32,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-02,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-01558,2026-08-22 13:04:25,Restaurantul Nostru,La Masa,Numerar,Masa 31,OSP-04,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,1,95.0,95.0
ORD-202608-01558,2026-08-22 13:04:25,Restaurantul Nostru,La Masa,Numerar,Masa 31,OSP-04,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01558,2026-08-22 13:04:25,Restaurantul Nostru,La Masa,Numerar,Masa 31,OSP-04,Bere Heineken 0.33L,Băuturi Alcoolice & Bere,1,16.0,16.0
ORD-202608-01558,2026-08-22 13:04:25,Restaurantul Nostru,La Masa,Numerar,Masa 31,OSP-04,Piure de Cartofi cu Unt,Garnituri,2,16.0,32.0
ORD-202608-01558,2026-08-22 13:04:25,Restaurantul Nostru,La Masa,Numerar,Masa 31,OSP-04,Mici Românești de Vită-Porc (1 buc),Preparate la Grătar & Mici,1,7.5,7.5
ORD-202608-01559,2026-08-27 14:22:05,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-02,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-01559,2026-08-27 14:22:05,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-02,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01559,2026-08-27 14:22:05,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-02,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01559,2026-08-27 14:22:05,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-02,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-01559,2026-08-27 14:22:05,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-02,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01560,2026-08-26 13:54:31,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-09,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-01560,2026-08-26 13:54:31,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-09,Bere Heineken 0.33L,Băuturi Alcoolice & Bere,1,16.0,16.0
ORD-202608-01560,2026-08-26 13:54:31,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-09,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,2,22.0,44.0
ORD-202608-01560,2026-08-26 13:54:31,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-09,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,2,10.0,20.0
ORD-202608-01560,2026-08-26 13:54:31,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-09,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,1,95.0,95.0
ORD-202608-01561,2026-08-21 19:58:40,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-07,Salată Grecească,Salate,1,34.0,34.0
ORD-202608-01561,2026-08-21 19:58:40,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-07,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,1,18.0,18.0
ORD-202608-01561,2026-08-21 19:58:40,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-07,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-01562,2026-08-16 20:49:04,Restaurantul Nostru,La Masa,Card,Masa 7,OSP-05,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,2,36.0,72.0
ORD-202608-01562,2026-08-16 20:49:04,Restaurantul Nostru,La Masa,Card,Masa 7,OSP-05,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-01563,2026-08-23 13:41:03,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-08,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01563,2026-08-23 13:41:03,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-08,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,2,95.0,190.0
ORD-202608-01563,2026-08-23 13:41:03,Restaurantul Nostru,La Masa,Card,Masa 11,OSP-08,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01564,2026-08-08 17:27:13,Restaurantul Nostru,La Masa,Numerar,Masa 1,OSP-09,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-01564,2026-08-08 17:27:13,Restaurantul Nostru,La Masa,Numerar,Masa 1,OSP-09,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-01564,2026-08-08 17:27:13,Restaurantul Nostru,La Masa,Numerar,Masa 1,OSP-09,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,1,38.0,38.0
ORD-202608-01565,2026-08-27 10:28:42,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
